id,joke,label
4558,1944年10月，第二次世界大战的局势尚未完全明朗，日本造谣说，美国第三舰队的大部分军舰已经沉没，剩下的正在撤退。 美方太平洋舰队司令小威廉·F·哈尔西（18821959年）立刻回电反驳：我们的军舰已经被拯救，目前已向日本舰队高速撤退。,1
4559,经理：“你了解我们的公司吗？” 求职者；“我一到公司上班不就了解了吗？” 经理：“你有何特长？” 求职者：“我的手臂特长。” 经理：“你究竟会些什么？” 求职者：“说实在的，我什么都不会。” 经理：“那你来干什么？” 求职者：“就是为了坐上你那位置。 经理（强压怒火）：“姓氏？” 求职者：“我不姓四，我姓伍。” 经理：“性别？” 求职者：“我说过，我姓伍，不姓鳖。” 经理（忍无可忍）：“我问你是男是女？” 求职者：“真没想到你不但耳朵不好使，眼睛居然也有问题。” 经理（决定打发他走人）：“要胜任这项工作，必须要有超人的胆量，我看你缺乏这一素质。” 求职者重重的打了经理一巴掌，大声地说：“现在你认为呢？”,5
4560,一个穷人，肚子很饿，没有饭吃；太太对他说：你把身子旋转几圈，便不饿了。 他照办以后，对太太说：你这法子真好，不但能当饭食，还能当酒饮。,1
4561,饮料溢出到控制台的概率直接与控制台的成本成比例。,3
4562,小企鹅有一天问他妈妈，“妈妈，妈妈，我是不是一只企鹅啊？” “是啊，你当然是企鹅。” 小企鹅又问爸爸，“爸爸爸爸，我是不是一只企鹅啊？” “是啊，你是企鹅啊，怎么了?” “可是，可是我怎觉得我很热呢？” 爸妈异口同声的说“傻瓜，我们现在在动物园了。”,1
4563,傻瓜和他的钱是我最好的朋友,3
4564,有个怕老婆的人，老婆死了。他看见灵枢前挂的老婆遗像，不禁想起了老婆生前打骂他的情景，恨得咬牙切齿地举起拳头来。这时，忽然一阵凤吹来，把遗像刮得动了起来。 这人急忙把拳头缩回来，陪上笑脸说：息怒、息怒，我这是和你开开玩笑的！,5
4565,有人上任做官，朋友送行，嘱咐他说：给国家办事，凡事要有耐性！他连连说：是！是！是！ 不多时，朋友又照样嘱咐了他两次，他仍点头称是。到第四次嘱咐他时，他忿忿地说：是不是把我当成呆子？就这么两个字，再三再四说个不休！ 朋友叹口气说：可见耐性是不容易的！你看，我才说了三四次，你就不耐烦了！,1
4566,男粽子啪地给了女粽子一耳光，骂道：我们都是红枣馅的，怎么我的儿子，是猪肉馅的！,1
4567,市优秀教师来学校讲课，同学们提前到达教室，因为抢占桌位而发生肢体冲突。 此时，老师走进教室，他戴着厚厚的近视镜，第一句话就是：欢迎打架（大家）！,5
4568,这次是个新司机，就主动地为老板打开了右边的车门，然后快速钻进驾驶座上，准备起步。 老板忙，正打着电话，等打完了电话，才发现是在车的右边，就“砰”的一声关上车门，想从车后边绕到左边再上车。司机听到“呯”的关门声，以为老板已经上车，就急忙去踩油门。 汽车开出了两公里，司机觉着后边一直没有动静，仔细一看，禁不住吓了一跳：哟！老板竟会隐身术呀！,3
4569,有个人得了盲肠炎，但无论如何也不愿开刀。家人强行把他送到医生那里，他在痛苦挣扎中还不断嚷嚷：上帝既然把盲肠赐给人，那就一定是有用的…… 当然有用，医生说，要是人类没有那讨厌的盲肠炎，我靠什么买汽车，送女儿到国外留学？,3
4570,我们有同事外地出差，经销商请吃饭。席间要欲小便，经销商说对面就有洗手间，你去的话如果给门口说，我们是对面吃饭的就可以免费。我们同事为了节约两毛钱，箭步直走，理直气壮地对管厕所的说：“我是来吃饭的！”,5
4571,从前，有个人特别懒，什么事都不肯干，时间长了，日子就过不下去了，没办法，他只好来到了求职所，请求得到一份最轻松的工作干。那里的工作人员明白了他的意思后，想了想说：“那你就去看坟地吧！这活儿特别轻松，最适合你干了。” 懒鬼听了很高兴，愉快的去干了，可是干了不到半天就回来了，并生气的对工人员说：”这太不公平了，我不干了！” “为什么？”工作人员问道。 “他们都躺着，就我一个人站着。”,5
4572,大二上计算机二级培训，第一次上课，老师说资料要到学校她的专页上去下载，需要密码，见到老师灰常蛋定地写下密码：cptbtptpbcptdtptp，大家顿时黑线，当然这不是重点。 一童鞋问，老师，你这么长怎么记的啊~ 只听见老师在那说着：吃葡萄不吐葡萄皮不吃葡萄倒吐葡萄皮。,3
4573,他说：你给哥哥洗了两次，而我一次也没洗。,1
4574,珠珠和她的小朋友莉莉在一起闲聊时，莉莉对珠珠说：我的爷爷以前是白头发的，现在他把头发染黑了，看起来比以前年轻了很多呢！你的爷爷有没有染黑发呀？ 珠珠说：我的爷爷没有染黑发的，不过他总是喜欢把头发染白的啊！,1
4575,一次偶的mm依偎在偶的怀里，含情脉脉的问偶：“说吧，你现在在想什么？” 偶逗她：“偶想的和你一样！” 就听“啪”的一声，她mm甩手给了偶一个耳光：“下流！”,3
4576,武部长在街上碰见文化站照像的小柴：哎，伙计，麻烦你再给我爸照一张遗像吧！ 走，咱这家伙现成。小柴拍了拍背在肩膀上的照像机，说：你爸在哪儿？ 我爸早死了十来年了。武部长挺神秘地凑到小柴跟前，低声说，人家都说我和我爸像是一个窑烧下的，活脱皮。等过两天我胡子稍微长些，你给我照上一张标准像，放成尺二的，装成黑框框，就顶我爸的遗像。 小柴扑哧一笑：武部长，不是我不给你照。这像照出来挂到墙上，你说，你妈看了，说这是我男人，还是我娃？你老婆见了怎么称呼？这是我公公，还是我爱人？你孩子见了是叫爸爸，还是叫爷爷？ 武部长把脖子一扭：人死了多年了，谁还叫他哩。 武部长，还有个问题。小柴挺严肃地说，这可是弄虚作假呀！ 武部长满不在乎地说：我问你现在什么是真的？小柴，我看啦，就是妈是真的，爸都不一定。你给他胡照上一张算了。,1
4577,她一直想和我体会雨中漫步的感觉。 终于等到了一场久违的大雨，那天的约会我们很有默契的都没有带伞。 不过那天我们相处的并不愉悦，而且她还淋感冒了，我却没有。 因为我穿了雨衣。,5
4578,妹妹：哥，你是我见过最爱干净的人！ 小明：过奖了！你是怎么看出来的？ 妹妹：不管什么事，你都推得一干二净。,5
4579,话说今天领了毕业证和学位证，站在校园里瞬间感到和学校至此再无瓜葛，淡淡的伤感一下。 忽然想到老婆还没毕业，自己还是有理由经常回学校看看的，感慨的说给老婆听。 蛮以为会被夸，结果老婆幽幽的来了一句：那可不一样，以前是学长学妹的爱情，现在是社会闲散人员勾搭在校女大学生……,5
4580,巴基斯坦著名主持人穆哈米在一台晚会上主持节目，鬓发斑白的影坛老将雷利拄着拐杖，步履蹒跚地走上台来，艰难就座。人们自然担心他的健康，所以穆哈米问道：你经常去看医生？ 是的，常去看。 为什么？ 因为病人必须去看医生，这样医生才能活下去。 你常去药店买药吗？ 是的，常去，因为药店老板也得活下去。 你常吃药吗？ 不。我常把药扔掉，因为我也要活下去。,3
4581,今天在校园里走着，突然迎面过来一美女问我：做我男朋友好吗？ 哥愣了，没见过此女啊，而且哥自认还没帅到让人这么直接的份上。这时女孩不耐烦的问道：到底愿不愿意？ 哥考虑到女孩的自尊心就郑重的回答说：我愿意。 这是女孩拿起电话吼到：听见了吗？老娘不是没人要！！ 轻轻的她走了，正如她轻轻的来，只剩下哥在那傻眼。,5
4582,刚结婚不久的丈夫又在赞美邻家的小姐美丽。 太太酸溜溜地说：那你为什么不向她求婚呢？ 她已经把你介绍给我，我怎么可以再娶她呢？,1
4583,父亲：这次物理测验，你又不合格了。 儿子：不是我不合格，是老师不合格。 父亲：为什么？ 儿子：在广泛使用原子能的今天，老师却问我蒸汽机的构造。,3
4584,工头对新工人说：你做事慢，走路慢，脑筋也动得慢，你有哪件事做得快？ 新工人说：有，我累得快。,5
4585,老婆：“你以后要是没钱了，会不会把我卖了啊？” 老公：“当然不会了……你又不值钱…… ” 老婆：“那你为什么要娶我？ ” 老公：“因为……因为……便宜啊……”,1
4586,记者采访一位百岁老人，问：“您老作为一位百岁老人，您现在感到最高兴的事情是什么？” 老人想了想说：“没有同龄人带来的就业压力！”,3
4587,都知道母蚊子才叮人，今晚我在床头贴了好多纸条， “谁叮我谁流产” “不叮人的蚊子最美丽” “想变胖吗？来叮我啊笨蛋！” “腹部赘肉，最大敌人是管不住嘴！” “你在围着我转想着从哪叮我的时候，你老公和谁在一起？”…… 如果我今晚没挨叮，证明我实验成功了。,1
4588,上课的时候，老师问学生的志愿， 结果不外乎将来要做一位工程师、科学家、航天员、医生等。 只有一学生立志做一名志愿者。老师对这位学生刮目相看， 问他为什么？他答道：“老师，您想，要是当一名自（志）愿者， 是不是你布置的家庭作业，我想做就做，不想做就不做，全凭自愿，不能强迫？”,3
4589,瑞士入境处的公路旁竖着一块牌子，上面写着：请司机多加注意。当前，医生与殡仪馆的工作人员正在休假。,5
4590,美国就像一个大熔炉。底部的人被焚烧，浮渣浮在上面。,3
4591,对你的孩子好 - 他们选择你的养老院。,3
4592,晚上，正睡着觉，突然不知从哪里传来了哀悼歌曲声音，也不知道哪又死人了。 第二天早上，拉着小侄女的手出去溜达了一圈，才知道是邻村的老刘去世了。 小侄女说：“人活着真有意思，活着活着就死了。”,3
4593,车站等待检票，前面是个一手抱着孩子一手提着包的女子。 小男孩不知道为什么一个劲的扯着嗓子哭， 女子哄不住急的满头大汗就吓唬孩子：“你再哭就把你甩地上啦！”， 孩子根本不买帐，又是踢脚又是甩胳膊。 我实在看不下去了，对她说：“我来帮你”。 在她充满感激的目光里我抱过孩子一把扔了出去。,5
4594,超市偶遇导师买巧克力， 他说是给老婆买的，坚持半年了。 听后连连感叹他对师母的一片真心。 他嘿嘿一笑：“原来你师母身材可好了， 天天拉着我逛商场，现在天天 待在家里一边吃一边琢磨着减肥， 发誓不瘦下来不再轻易出门， 感觉整个生活都轻松多了呢。”,5
4595,上课的时候，英语老师问：“动词后边跟什么？” 我同桌速度回答：“打次，动词打次动磁打次…动磁打次…苍茫的天涯是我的爱……”,3
4596,跟一朋友约好在某餐厅见面， 结果她到了附近却找不着地儿， 于是告诉她：“往前直走，看见第一个红灯的路口右拐就行。” 结果，1个小时之后，这姑娘还没到， 打电话问她，她振振有词：“过了两个路口了， 都是绿灯，没见到红灯。”,3
4597,这届开幕式里最苦逼的代表团是日本。他们才在场上走了半圈就被带路的工作人员走错路把整团带到出口走出现场了……出去之后就再也进不来…… 所以……当全世界的代表团都在看着菊花台点火的时候……整个日本代表团都在场外……思考人生。 据说带路的孩子叫王二小！,5
4598,新婚之夜，新郎对新娘发誓：亲爱的，我会爱你一生一世，如果我做了对你不忠的事，情愿接受上帝的惩罚。 不久，他就做出了背叛妻子的事情，却一直平安无事。终于有一天，在飞机上遇到了风暴，他记起了自己的誓言，忙跪下大声的祷告：上帝啊，虽然我罪不可赎，但请你看在其他乘客的份上，暂且饶恕我吧！ 突然，耳边响起一个可怕而疲惫的声音：什么无辜？你以为这些年来我在闲着吗？凑满这一飞机人我容易吗？,5
4599,职员：“别的公司冬有烤火费，夏有降温钱，咱这儿却既无防寒福利，又无降温表示。” 经理：“这是好兆头嘛！” 职员：“这能说明什么呢？” 经理：“本公司四季如春！”,3
4600,病人对医生说：我行为不检点，医生!我的良心一直困扰不安。 医生理解地说：那你一定需要些什么东西来增强你的意志力。 其实啊……病人说，我更想知道要什么东西可以减弱良心。,5
4601,丈夫向妻子诉说他的高兴事：今天真运气，我买了一把锁，问售货员多少钱 ，他说一元。我付了钱打开一看，里面还有两把钥匙呢，但他忘了跟我收钥匙钱了。 他妻子一听很高兴，忙说：轻声点，别让旁人听见。,3
4602,看完电影《笑比哭好》，苹苹对妈妈说：妈，应该是哭比笑好。 为什么？ 因为我一哭，什么东西都可以要到。,1
4603,远来的游人走入一家商店，问老板：先生，您的橱窗广告上写错了字母，而且语法不通，您难道没注意吗？ 不瞒你说，这样写，人们以为我是个笨蛋，都来我这里买东西，趁机捞点便宜。真感谢这个广告，它使我生意兴隆。,3
4604,进了一个新公司，职务是助理。 作为新人，我自然要表现得非常勤快。每天都第一个到公司打扫卫生，然后给桌子上的一盆花浇水，但是总不见那花长得更茂盛。 然后有一天，有人和我说：“也不知道谁那么无聊，天天给假花浇水！”,5
4605,一群同学去老师家聚会，学生时代沉默寡言的小明成了聚会搞笑的主角。他讲了好多冷笑话，大家直喊冷。 一位同学说：小明啊，你现在简直就是一台空调。 小明伸手对他说：那你快点交空调费。 老师笑着摇摇头说：小明啊，你真是变贫了。 小明听了更乐：老师就是老师，看得真仔细，我就是一台变频空调。,5
4606,化学老师因为大家成绩不好大怒：“看看你们考的这分，真是让人上火！” 后面阴暗的角落接道：“怕上火喝王老吉。”,1
4607,一生赁僧房读书，每日游玩，午后归房，呼童取书来。童 持《文选》，视之，曰：低。持《汉书》，视之，曰：低。 又持《史记》，视之，曰：低。僧大诧曰：此三书，熟其 一，足称饱学，俱云低，何也？生曰：我要睡，取书作枕头耳。,5
4608,有人问阿凡提：阿凡提，我眼睛疼，用什么方法治疗好呢？ 我牙疼的时候，把牙拔了就不疼了，请你把眼珠拔掉，可能也就不疼了。阿凡提回答道。,1
4609,在今晚的晚间服务中，布道主题将是“什么是地狱？早点来听我们的合唱团练习。,3
4610,自习课，和同学说到马克思。 我问：“他留这么长的胡子，不怕喝汤的时候滴到胡子上吗？” 同学答：“之所以留这么长的胡子，就是怕滴到衣服上。”,3
4611,一位漂亮的女老师，快要过生日，男友问她要什么礼物。 她想机会来了，于是含羞答答的说要个能够代表永恒的，最好有带金的东西（带钻石的金戒指）。 结果，男友送了她一幅字，上书：沉默是金！,3
4612,阿凡提爬上一棵树，坐在一枝树杈上，闻着芬芳的鲜花，聆听着鸟儿的啼鸣，呼吸着新鲜的空气，晒着太阳。 一位路人见此问他在干什么。阿凡提回答：我在攀爬雄伟的金字塔。 这儿哪有金字塔呀，再说爬金字塔应该有四条路，每一条路都是塔的一面。这不过是一棵树罢了！ 你说的很对，阿凡提说道：这儿的路更有趣，鸟儿的路、花儿的路、风儿的路和阳光的路，它们哪个比金字塔差？,1
4613,我现在一般都不用QQ，改用TM了，今天我儿子问我TM是什么，我说是QQ他妈。 然后我儿子去厨房，我老婆问儿子，你爸干嘛呢，他说，和QQ他妈聊天呢。,3
4614,母亲在清晨催儿子起床去学校。 我不去，因为有两个理由，孩子们恨我，老师们也讨厌我。儿子说。 母亲说：我告诉你为什么应当去学校的两个理由。第一，你已经四十五岁了。第二，你是校长。,3
4615,儿子有毛病，父亲陪他去做手术。毛病不大不小，假如全身麻醉，800元；假如儿子配合，也可以局部麻醉，200元。父亲和儿子商量，用局部麻醉，省下的600元三七开，儿子答应了。 手术的准备工作在紧张地进行。突然，躺在手术台上的儿子大吵大嚷，要见爸爸。孩子嘛，你有什么办法，只好破例允许父亲进来。 爸，那三七开是我拿七成你拿三成，对吗？儿子说。,5
4616,英语课，同桌照例趴那边睡觉。 英语老师讲着讲着， 突然叫他：“同学，你回答一下，she's easy-going这句话是什么意思？” 他当场懵了，过了两秒还是回答：“意思是，她很容易勾引？”,3
4617,据说要征服一个女人，有两条必经之路：一，讨好她妈。二，超越她爸。 做男人难唉！,1
4618,一个从美国来的小伙子，沿袭着在家乡美国的好习惯——每天出去晨跑。 每天早上邻居都能看到他矫健的身影在路上，没过多久，年轻轻的他就就死于——肺癌。,3
4619,有一位男士，到了而立之年，尚未婚配。原因是这位男士，在相亲时，一定要看看丈母娘的相貌。每次相亲时，这男士看着将要成为妻子的姑娘，容貌也漂亮，但一看丈母娘，心里就凉了。因为丈母娘的今天，就是妻子的明天，原来我的妻子要成为这个样子呀！满脸皱纹，弯腰腰驼背，一点也不可爱。于是立刻就吹了。如此者，再三。所以他一直也没有结婚。 这位男士的几个热心朋友，决心给他撮合成一门亲事。大家想了个主意：找了一对双生女。经过一番导演，他们向姊妹说定：男士相亲时，那个对象的姐姐，要装做妹妹的妈妈。见面那天，朋友们对他们相互介绍之后，那妹妹对姐姐说：妈！我看这小夥子不错！你们谈吧。妈妈走了。这男士一看丈母娘长得和姑娘一样一样的，心想：二十年后，我妻子依然这么漂亮，好极！好极！立刻就同意了。谁知这妹妹走了几步，回头又要嘱咐几句，她居然忘记自己扮演的角色了，说：妹妹呀，你可小心点，不要上了他的当。 男士一听：呵！原来你俩是姐妹！吹吹吹！回头而去。,1
4620,教员问学生道：试验毒药，有何良法？ 一学生回答道：这是很容易的，只要把药吃了，死的即有毒，不死的即无毒。,3
4621,我一个闺中密友，从小学到高中，学生都是不准化妆的。到了大学，终于解放了，该女学习能力暴强，所以空闲时间很多，加上父母给的零花钱也不少，于是滋生了化妆的念头也付诸实践。 她最喜欢的就是眼影，而且颇为大胆，啥色都敢往脸上招呼。女的都知道，刚刚开始学化妆的时候，由于不熟练，经常会有恐怖效果的面孔出现。 她妈妈一直也没有对她的化妆做任何正面或负面的评价，随便她折腾。终于一天，她画了一个极其夸张的眼影，准备出门上课，她妈妈看到了，迟疑了一会，问她：“悟空，你要走了？”,5
4622,国王到克里木来巡视，当地官员举行盛大筵席来欢迎他。 席上，国王问阿凡提：如果狼来了，你们怎么办呢？ 阿凡提说：我们欢迎它，陛下！因为一头狼来一次只要一只羊羔，而且用不着我们接待它；一个国王来一次要用30只肥羊，而且接待起来非常麻烦。因此，我们宁可欢迎狼到这儿来。,3
4623,壁虎对变色龙：妹子，嫁大款了吧，一天换好几套新衣服？ 变色龙对壁虎：姐们，嫁外科大夫了吧，尾巴咋还说没有就没有，说接上就接上了呢？壁虎与变色龙 壁虎对变色龙：妹子，嫁大款了吧，一天换好几套新衣服？ 变色龙对壁虎：姐们，嫁外科大夫了吧，尾巴咋还说没有就没有，说接上就接上了呢？,3
4624,诺诺五点多放学回家，刚到家， 就放下书包，给爸妈说去写作业了。 就把门关着，和女同学开始聊天， 一直到八点多才出来，伸了个懒腰。 和爸妈说：“累死了，作业写完了。” 妈妈说：“这谁的书包在客厅的沙发上放着呢。 恋爱了吧，恋爱中的人都是傻子。”,5
4625,死亡比生命更普遍; 每个人都死了但不是每个人都活,3
4626,约翰对朋友说；我想去医院看看牙，你去不去？ 朋友说；我没有坏牙。 我也没有，但特德有。我想跟他比一比。,1
4627,爸爸在吹笛子消遣。他儿子忽然叫道：爹爹，笛子被你吹气呼痒，痒得它老是发叫了。你放了它罢！ 爸爸问道：你说什么？ 儿子道：好了，现在它不叫救命了。,1
4628,阎王痛恨阳世间的教师多平庸之辈，不识句读，误人子弟，就偷偷地到处走动调查这种事。一天，听到有一个教《大学序》的人，念什么大学之，书古之，大学所以教人之。 就命令鬼卒把这个人的魂勾来训斥道：你为什么非常喜欢一个‘之’字？我惩罚你变成一头猪。那个人临走，说：做猪就做猪吧，愿您能判我生在南方。阎王问他为什么，他说：南方之（猪）强于（与）北方之（猪）。,5
4629,一美女游泳时三点式的泳裤脱落了，本人不知，上岸后春光暴露，众人齐视，她发现后忙把池边一块板拿来遮羞，众人偷笑；她一看上面写道：此处危险，深二米！忙丢掉，拿另一块，众人大笑，她急看：只限男性出入！她又羞又气拿最后一块遮，众笑翻，她一看立刻昏倒，上写：妇女节帅哥免费。,5
4630,你怎么又迟到啦？老师生气的问。 我在路上遇到强盗啦。小毛说。 哦，天啊，你被抢走了什么？ 我的家庭作业。,3
4631,牧师对坐在电椅上将被执行死刑的犯人说：你临死前还有什么要求就说吧，我会帮助你的。 犯人道：牧师，如果您用您那温暖的手握紧我的手，我就可以安心地死啦。,3
4632,在家里我和老婆一般都直呼其名，一天老婆当着女儿叫我一声老公，没想到女儿插嘴：爸爸，爸爸，妈妈乱说，爸爸怎么会是老公公，外公才是老公公！,1
4633,有个喜欢吹牛的青年去相亲，拉着朋友一块儿去，并嘱咐说：我说什么你都要帮我抬高一点，好让对方高兴。 到了姑娘家里，姑娘的母亲出来接待：小伙子，你身体好吗？ 青年：是，身体还可以。 朋友赶紧说：不，他是班上身体最棒的。 母亲：小伙子，你什么学历？ 青年：高中毕业。 朋友：不，他是大学法律系的优等生。 这时，青年突然咳嗽起来。 母亲：你咳嗽得厉害吗？ 青年：是，有一点儿。 朋友：不，他咳得非常厉害，就像痨病鬼一样！,1
4634,大学生：我常常梦见自己当了教授。有什么办法让梦想实现呢？ 教授：少睡点觉。,3
4635,一天，在一辆公共汽车上，有位先生问坐在他旁边的一位妇女说：“太太，您有儿子吗？” “有，只有一个儿子。” “唉，我的儿子天天抽烟抽得厉害，我真是没一点办法，您儿子他会吸烟吗？ “不，他不会吸烟。 “你儿子真不错。我的儿子还天天晚上不回家，你家的是不是晚上经常很晚回家？” “没有，他天天晚上都在家。” “噢，您儿子真是好样的。” “也不是，我的儿子只有4个月大。”,5
4636,一次我同桌对我含情脉脉的说：“今天晚上你去我家，我会把你拉到卧室， 回手锁上门 疯狂地把你推倒床上，用被子蒙住头， 张开我的手臂 （我承认他说完这些话后有些心跳加速） 摞起袖子告诉你：看，我的手表是夜光的！”,5
4637,失败不是一种选择 - 这是一种生活方式。,3
4638,小蚊子央求母亲准许他去戏院看戏，苦苦求了半天之后，母亲终于答应了。 好吧，你可以去，她叮嘱道，可是人家鼓掌的时候你要当心。,3
4639,阿凡提从小就很幽默，爱开玩笑。一天，小朋友们问他道：阿凡提，请问是你大，还是你的弟弟大？ 噢，这个问题嘛，是这样的，去年据我母亲说，我弟弟比我小一岁，一年过去了，今年我们同岁了。阿凡提回答说。,1
4640,某日，县长携夫人路经一建筑工地，一位戴安全帽的工人冲县长夫人喊道：你好，还记得我吗？高中的时候我们不是经常约会吗？ 回家后，县长说：你嫁给我是你的运气，不然你今天就是一个建筑工人的老婆了。 有运气的是你，否则，今天他就是县长了。县长夫人回答道。,1
4641,你认为四种基本食物群是咖啡因，尼古丁，酒精和[女人或男人]。,3
4642,爸爸与妈妈在聊关于自动化的问题，爸爸说：“现在，我们家洗衣服实现了自动化，自动洗衣机解放了你。” 妈妈说：“我买了自动剃须刀给你，你再也不用亲自动手刮胡须了。” 东东说：“我写作业特累，手指都陷进去了。什么时候也让我写作业自动化？” 妈妈说：“明天，我去买一根自动铅笔给你。”,3
4643,“她今天竟然和我穿情侣装！！那么多人就我和她一模一样的衣服！！！” “傻×，大家都没穿就你俩穿校服”,5
4644,有个人喝了一斤酒，还觉得不足兴，便端了一个碗打酒去了。买了一斤酒，碗里倒得满满的还是盛不下。他急中生智，将碗一翻，对卖酒的说：把剩下的酒给我往碗里倒。卖酒的人笑他大概是醉了，他说：别高兴，给我倒，想剩我二两酒呀？没门！卖酒的只好把酒提里剩的那点酒，给他倒在碗底里。他反端着碗一阵高兴地回到家，妻子问：你怎么只买了一碗底酒呢？他说：憨呆子，这是零头，还有满满一碗哩。说着，把碗一翻，碗底那一点酒也洒光了。他看着空碗，指着妻子问道：那满满一碗酒，保险是你偷喝了。,1
4645,大学室友脚特臭，无与伦比的那种， 冬天还喜欢用烘鞋器烘鞋子！ 有天他在寝室烘鞋，集体被熏到不行， 强烈要求下连接插线板到门口去烘。 过了几分钟，听见一阵急促敲门声， 开门见一他系兄弟急匆匆躲进来说：“谁在楼道烘鞋！？ 我路过差点没熏死，憋不住进来换口气……”,5
4646,小丽：妈妈，小强今天要我嫁给她！ 妈妈漫不经心的问：他有固定的工作吗？ 小丽想了想说：他是我们班上负责擦黑板的！,3
4647,列宁快去死了，叫赶快把继承人斯大林召进克里姆林宫来，临终有几句话要嘱托。 不瞒你说，我还有一个隐忧啊，斯大林。 说吧，亲爱的伊里奇。斯大林专心地听着。 那就是，人们会跟你走吗？不知你想过了没有？ 他们一定会跟我走的。斯大林强调说，一定会！ 但愿如此。列宁说，我只是担心，万一他们不跟你走，你怎么办？ 没问题！斯大林答道：那他们就得跟你走！,3
4648,婚姻意味着承诺。当然，精神错乱也是如此。,3
4649,阿眉，你怎么一个人在这里？ 爸爸妈妈说一会儿来接我，让我在这里玩。 爸爸妈妈在干什么？ 爸爸妈妈说，他们造完小弟弟就来。,1
4650,一同事打算向暗恋的MM表白，大伙都很高兴，勉励他好好想想如何煽情，争取一鼓作气拿下她。 当天晚上，开头一切都好，最后他向MM说：噢，你紧握了开启我心灵的钥匙，而我手中也有XX旅店的钥匙，我们…… MM打断了他的表白：两把都是钥匙？！,1
4651,德国幻想小说的奠基人库尔德·拉斯维茨，一次在回答记者关于他最喜爱什么样的书籍的问题时说，他只读歌德的作品和描写印第安人生活的庸俗惊险小说。 记者对这位大作家如此古怪的阅读趣味大惑不解，拉斯维茨便进一步解释道：你知道，我是一名职业作家，总爱情不自禁地对所读的作品分析品评一番，这样做实在太费精神了。而读上述那两类书籍，则可以省却这种麻烦，让脑子完全休息。因为，歌德的作品太高超了，简直不容置评；而庸俗的惊险小说又太低劣了，根本不值一评！,1
4652,儿子：爸爸，为什么电视上的日本鬼子那么傻？ 爸爸：因为他们是日本人啊！ 儿子：那为什么咱家买那么多日本电器？ 爸爸：因为傻子都比较实在，质量有保证，不会糊弄咱啊！,3
4653,两个久未见面的老朋友在街上碰到了，其中一个拄着拐杖。 你怎么了？另一个关切地问。 我六个月前遇到了车祸。 这么严重，现在还用拐杖！ 医生认为可以丢掉了，但我的律师认为还不行。,5
4654,一待诏为人看耳，其人痛极，问曰：左耳还取否？曰：方完，次及左矣。其人曰：我只道就是这样取过去了。,1
4655,在面试一个年轻的时髦MM时，人事部主管决定问一个哲学问题：“假设你能有一晚上的时间和某一个人物面对面地交谈，不论是古代的，还是现代的，去世的，或还活着的，你会选择谁呢？ ” MM为知道答案显得有点兴奋，迅速地答到：“活着的。”,1
4656,古希腊大儒学派学家第欧根尼（约公元前404一前323年）常常在大白天也点着灯走路，每当人们诧异地问他时，他便回答说：我正在找人。 这是在讽刺当时社会上没有一个真正配得上人这一称呼的有德行的人。亚历山大大帝来到科林特市时，拜访了这位哲学家，并且对他说：你有什么希望尽管讲，我可以满足你的一切要求。 第欧根尼爬进自己所住的酒桶，一边晒太阳，一边说：只希望你让到一边，因为你遮住了照到我身上的阳光。,1
4657,近段时间天天熬夜看欧洲杯，那天晚上，我准备好香烟、浓茶和水果，迫不及待地等待着瑞典和法国之间的交锋，老妈起来上厕所。 她看了看墙上的挂钟，关心地问：“半夜三更的咋还不睡？” “妈，我看球赛呢。” “别骗妈了，我是过来人，你爸年轻的时候也睡过沙发，”老妈一本正经地说，“可我没像你媳妇那么狠心，这么多天了还让你睡沙发……”,3
4658,家里来了电话，说有急事，叫他马上回去。 这时正是伏天的正晌午，他推着自行车，上了五里坡，就已经是满头大汗了。他正想坐下来歇一会儿，忽然有一个人飞车下坡，给他掀起了一股凉风。哎，这倒是个乘凉的好办法。他便掉过车头，跳上车子，放开手闸，顺坡而下，高兴地说：看这多凉快！,1
4659,当西瑞尔到他最不喜欢的侄子家做客时，他不得不听他侄子演奏钢琴，一曲终了他侄子问：您觉得怎么样？ 西瑞尔答道：你应该上电视。 他侄子高兴地说：您认为我弹得很好吗？ 不，西瑞尔说，你要是上了电视，我就可以把它关掉了。,3
4660,某日，老师上科学课。老师问人体有什么感觉？ 有同学说听觉，有说触觉，还有说视觉…… 小明大声叫喊道：“还有幻觉！”,3
4661,胖妻：“亲爱的，我看上去是不是真的很胖？” 瘦夫：“斗胆问一句，你是想听实话还是想听假话？” 胖妻：“当然是想听实话了。” 瘦夫：“实话我不敢说， 家里的那台体重秤就是在为你称体重的时候还没有来得及说实话， 就被你活生生地给压坏了。如果我说了实话，都不知道自己会有多惨！”,3
4662,考试后，数学老师正在进行讲评，见一学生开小差，便问他：“这是真分数还是假分数?” 学生忙答：“是真分数。” 老师说：“这怎么会是真分数呢?” 学生立刻招认：“老师，我错了，考试我作弊了，是假分数。” 全班哄堂大笑，原来老师是问他5/3是真分数还是假分数。,1
4663,一天举办歌唱大赛，一名老人前来报名长青组。申请表上有姓名、地址、电话及大哥大号码等栏目需要填写，但大哥大太通俗，而且格子只能容纳两个字，所以简写成了行动，取其行动电话的前二个字。老人看了之后，填上两个字：方便。,5
